"","QUANTITYORDERED","PRICEEACH","ORDERDATE","MONTH_ID","YEAR_ID","PRODUCTLINE","CUSTOMERNAME","CITY","STATE","COUNTRY"
"1059",39,100,"2/9/2005 0:00",2,2005,"Classic Cars","Toys of Finland, Co.","Helsinki","","Finland"
"1060",47,100,"2/22/2005 0:00",2,2005,"Classic Cars","Euro Shopping Channel","Madrid","","Spain"
"1061",22,100,"3/15/2005 0:00",3,2005,"Classic Cars","Euro Shopping Channel","Madrid","","Spain"
"1062",55,100,"4/14/2005 0:00",4,2005,"Classic Cars","Mini Caravy","Strasbourg","","France"
"1063",60,100,"5/3/2005 0:00",5,2005,"Classic Cars","Euro Shopping Channel","Madrid","","Spain"
"1064",35,100,"5/17/2005 0:00",5,2005,"Classic Cars","Salzburg Collectables","Salzburg","","Austria"
"1065",28,100,"5/31/2005 0:00",5,2005,"Classic Cars","La Rochelle Gifts","Nantes","","France"
"1066",38,100,"2/11/2003 0:00",2,2003,"Trains","Danish Wholesale Imports","Kobenhavn","","Denmark"
"1067",21,95.8,"4/16/2003 0:00",4,2003,"Trains","Dragon Souveniers, Ltd.","Singapore","","Singapore"
"1068",41,100,"6/6/2003 0:00",6,2003,"Trains","Euro Shopping Channel","Madrid","","Spain"
"1069",22,97.81,"8/8/2003 0:00",8,2003,"Trains","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"1070",29,88.74,"9/28/2003 0:00",9,2003,"Trains","Euro Shopping Channel","Madrid","","Spain"
"1071",50,100,"10/22/2003 0:00",10,2003,"Trains","Dragon Souveniers, Ltd.","Singapore","","Singapore"
"1072",29,100,"11/7/2003 0:00",11,2003,"Trains","CAF Imports","Madrid","","Spain"
"1073",49,80.67,"11/14/2003 0:00",11,2003,"Trains","Mini Creations Ltd.","New Bedford","MA","USA"
"1074",35,100,"11/26/2003 0:00",11,2003,"Trains","Super Scale Inc.","New Haven","CT","USA"
"1075",48,100,"1/2/2004 0:00",1,2004,"Trains","Saveley & Henriot, Co.","Lyon","","France"
"1076",23,80.67,"2/18/2004 0:00",2,2004,"Trains","Petit Auto","Bruxelles","","Belgium"
"1077",48,95.8,"3/20/2004 0:00",3,2004,"Trains","giftsbymail.co.uk","Cowes","Isle of Wight","UK"
"1078",42,100,"5/7/2004 0:00",5,2004,"Trains","Land of Toys Inc.","NYC","NY","USA"
"1079",47,100,"7/21/2004 0:00",7,2004,"Trains","Petit Auto","Bruxelles","","Belgium"
"1080",36,100,"8/20/2004 0:00",8,2004,"Trains","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"1081",22,100,"9/9/2004 0:00",9,2004,"Trains","Amica Models & Co.","Torino","","Italy"
"1082",40,91.76,"10/14/2004 0:00",10,2004,"Trains","AV Stores, Co.","Manchester","","UK"
"1083",23,100,"10/22/2004 0:00",10,2004,"Trains","Heintze Collectables","Aaarhus","","Denmark"
"1084",32,100,"11/9/2004 0:00",11,2004,"Trains","Volvo Model Replicas, Co","Lule","","Sweden"
"1085",21,100,"11/20/2004 0:00",11,2004,"Trains","La Corne D'abondance, Co.","Paris","","France"
"1086",41,93.04,"12/2/2004 0:00",12,2004,"Trains","Euro Shopping Channel","Madrid","","Spain"
"1087",25,84.71,"1/26/2005 0:00",1,2005,"Trains","Tokyo Collectables, Ltd","Minato-ku","Tokyo","Japan"
"1088",26,100,"2/22/2005 0:00",2,2005,"Trains","Euro Shopping Channel","Madrid","","Spain"
"1089",24,89.75,"3/23/2005 0:00",3,2005,"Trains","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"1090",48,100,"5/6/2005 0:00",5,2005,"Trains","Gifts4AllAges.com","Boston","MA","USA"
"1091",26,68.35,"3/3/2003 0:00",3,2003,"Classic Cars","Cruz & Sons Co.","Makati City","","Philippines"
"1092",21,73.17,"5/8/2003 0:00",5,2003,"Classic Cars","Marseille Mini Autos","Marseille","","France"
"1093",45,78,"7/2/2003 0:00",7,2003,"Classic Cars","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"1094",36,86.04,"9/5/2003 0:00",9,2003,"Classic Cars","Collectables For Less Inc.","Brickhaven","MA","USA"
"1095",21,81.21,"10/10/2003 0:00",10,2003,"Classic Cars","Corporate Gift Ideas Co.","San Francisco","CA","USA"
"1096",32,70.76,"11/4/2003 0:00",11,2003,"Classic Cars","Anna's Decorations, Ltd","North Sydney","NSW","Australia"
"1097",30,82.82,"11/12/2003 0:00",11,2003,"Classic Cars","Herkku Gifts","Bergen","","Norway"
"1098",36,94.88,"11/20/2003 0:00",11,2003,"Classic Cars","Toms Spezialitten, Ltd","Koln","","Germany"
"1099",33,86.04,"12/2/2003 0:00",12,2003,"Classic Cars","Euro Shopping Channel","Madrid","","Spain"
"1100",35,78,"1/15/2004 0:00",1,2004,"Classic Cars","Auto Canal Petit","Paris","","France"
"1101",37,95.69,"2/22/2004 0:00",2,2004,"Classic Cars","Vida Sport, Ltd","Gensve","","Switzerland"
"1102",41,73.17,"4/9/2004 0:00",4,2004,"Classic Cars","Danish Wholesale Imports","Kobenhavn","","Denmark"
"1103",20,76.39,"5/26/2004 0:00",5,2004,"Classic Cars","Auto Canal Petit","Paris","","France"
"1104",45,86.84,"7/2/2004 0:00",7,2004,"Classic Cars","Australian Collectables, Ltd","Glen Waverly","Victoria","Australia"
"1105",38,69.96,"8/2/2004 0:00",8,2004,"Classic Cars","Online Mini Collectables","Brickhaven","MA","USA"
"1106",43,70.76,"8/30/2004 0:00",8,2004,"Classic Cars","Vida Sport, Ltd","Gensve","","Switzerland"
"1107",49,78.8,"10/4/2003 0:00",10,2003,"Classic Cars","Blauer See Auto, Co.","Frankfurt","","Germany"
"1108",27,80.41,"10/16/2004 0:00",10,2004,"Classic Cars","Toms Spezialitten, Ltd","Koln","","Germany"
"1109",46,73.98,"11/3/2004 0:00",11,2004,"Classic Cars","Microscale Inc.","NYC","NY","USA"
"1110",38,59.1,"11/15/2004 0:00",11,2004,"Classic Cars","Land of Toys Inc.","NYC","NY","USA"
"1111",25,66.74,"11/24/2004 0:00",11,2004,"Classic Cars","Australian Collectors, Co.","Melbourne","Victoria","Australia"
"1112",46,60.3,"1/6/2005 0:00",1,2005,"Classic Cars","Suominen Souveniers","Espoo","","Finland"
"1113",22,100,"2/10/2005 0:00",2,2005,"Classic Cars","Euro Shopping Channel","Madrid","","Spain"
"1114",40,100,"3/4/2005 0:00",3,2005,"Classic Cars","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"1115",46,100,"1/29/2003 0:00",1,2003,"Vintage Cars","Baane Mini Imports","Stavern","","Norway"
"1116",39,100,"3/25/2003 0:00",3,2003,"Vintage Cars","Mini Wheels Co.","San Francisco","CA","USA"
"1117",38,82.34,"5/28/2003 0:00",5,2003,"Vintage Cars","Corrida Auto Replicas, Ltd","Madrid","","Spain"
"1118",30,100,"7/16/2003 0:00",7,2003,"Vintage Cars","Souveniers And Things Co.","Chatswood","NSW","Australia"
"1119",42,94.25,"9/12/2003 0:00",9,2003,"Vintage Cars","Signal Collectibles Ltd.","Brisbane","CA","USA"
"1120",43,100,"10/20/2003 0:00",10,2003,"Vintage Cars","Classic Legends Inc.","NYC","NY","USA"
"1121",29,95.24,"11/5/2003 0:00",11,2003,"Vintage Cars","Rovelli Gifts","Bergamo","","Italy"
"1122",33,86.31,"11/12/2003 0:00",11,2003,"Vintage Cars","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"1123",32,79.37,"11/21/2003 0:00",11,2003,"Vintage Cars","Australian Collectables, Ltd","Glen Waverly","Victoria","Australia"
"1124",28,87.3,"12/5/2003 0:00",12,2003,"Vintage Cars","Canadian Gift Exchange Network","Vancouver","BC","Canada"
"1125",41,100,"1/29/2004 0:00",1,2004,"Vintage Cars","West Coast Collectables Co.","Burbank","CA","USA"
"1126",33,100,"3/2/2004 0:00",3,2004,"Vintage Cars","Saveley & Henriot, Co.","Lyon","","France"
"1127",36,84.33,"4/29/2004 0:00",4,2004,"Vintage Cars","Euro Shopping Channel","Madrid","","Spain"
"1128",26,89.29,"6/14/2004 0:00",6,2004,"Vintage Cars","The Sharp Gifts Warehouse","San Jose","CA","USA"
"1129",34,100,"8/17/2004 0:00",8,2004,"Vintage Cars","Amica Models & Co.","Torino","","Italy"
"1130",26,96.23,"9/7/2004 0:00",9,2004,"Vintage Cars","Auto-Moto Classics Inc.","Brickhaven","MA","USA"
"1131",38,100,"10/11/2004 0:00",10,2004,"Vintage Cars","Auto Assoc. & Cie.","Versailles","","France"
"1132",33,100,"10/21/2004 0:00",10,2004,"Vintage Cars","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"1133",33,91.27,"11/5/2004 0:00",11,2004,"Vintage Cars","Blauer See Auto, Co.","Frankfurt","","Germany"
"1134",46,100,"11/18/2004 0:00",11,2004,"Vintage Cars","Mini Wheels Co.","San Francisco","CA","USA"
"1135",26,100,"11/29/2004 0:00",11,2004,"Vintage Cars","Australian Collectors, Co.","Melbourne","Victoria","Australia"
"1136",25,100,"12/10/2004 0:00",12,2004,"Vintage Cars","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"1137",45,73.08,"1/20/2005 0:00",1,2005,"Vintage Cars","Collectables For Less Inc.","Brickhaven","MA","USA"
"1138",50,100,"2/17/2005 0:00",2,2005,"Vintage Cars","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"1139",36,100,"3/10/2005 0:00",3,2005,"Vintage Cars","Mini Auto Werke","Graz","","Austria"
"1140",21,89.29,"5/30/2005 0:00",5,2005,"Vintage Cars","Petit Auto","Bruxelles","","Belgium"
"1141",29,100,"3/3/2003 0:00",3,2003,"Classic Cars","Cruz & Sons Co.","Makati City","","Philippines"
"1142",21,100,"5/8/2003 0:00",5,2003,"Classic Cars","Marseille Mini Autos","Marseille","","France"
"1143",42,100,"7/2/2003 0:00",7,2003,"Classic Cars","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"1144",37,100,"9/5/2003 0:00",9,2003,"Classic Cars","Collectables For Less Inc.","Brickhaven","MA","USA"
"1145",25,100,"10/10/2003 0:00",10,2003,"Classic Cars","Corporate Gift Ideas Co.","San Francisco","CA","USA"
"1146",36,100,"11/4/2003 0:00",11,2003,"Classic Cars","Anna's Decorations, Ltd","North Sydney","NSW","Australia"
"1147",22,100,"11/12/2003 0:00",11,2003,"Classic Cars","Herkku Gifts","Bergen","","Norway"
"1148",23,100,"11/20/2003 0:00",11,2003,"Classic Cars","Toms Spezialitten, Ltd","Koln","","Germany"
"1149",32,100,"12/2/2003 0:00",12,2003,"Classic Cars","Euro Shopping Channel","Madrid","","Spain"
"1150",28,100,"1/15/2004 0:00",1,2004,"Classic Cars","Auto Canal Petit","Paris","","France"
"1151",27,100,"2/22/2004 0:00",2,2004,"Classic Cars","Vida Sport, Ltd","Gensve","","Switzerland"
"1152",49,100,"4/9/2004 0:00",4,2004,"Classic Cars","Danish Wholesale Imports","Kobenhavn","","Denmark"
"1153",41,100,"5/26/2004 0:00",5,2004,"Classic Cars","Auto Canal Petit","Paris","","France"
"1154",49,100,"7/2/2004 0:00",7,2004,"Classic Cars","Australian Collectables, Ltd","Glen Waverly","Victoria","Australia"
"1155",30,100,"8/2/2004 0:00",8,2004,"Classic Cars","Online Mini Collectables","Brickhaven","MA","USA"
"1156",40,100,"8/30/2004 0:00",8,2004,"Classic Cars","Vida Sport, Ltd","Gensve","","Switzerland"
"1157",23,100,"10/4/2003 0:00",10,2003,"Classic Cars","Blauer See Auto, Co.","Frankfurt","","Germany"
"1158",49,100,"10/16/2004 0:00",10,2004,"Classic Cars","Toms Spezialitten, Ltd","Koln","","Germany"
"1159",25,100,"11/3/2004 0:00",11,2004,"Classic Cars","Volvo Model Replicas, Co","Lule","","Sweden"
"1160",37,100,"11/16/2004 0:00",11,2004,"Classic Cars","Cruz & Sons Co.","Makati City","","Philippines"
"1161",55,100,"11/24/2004 0:00",11,2004,"Classic Cars","Australian Collectors, Co.","Melbourne","Victoria","Australia"
"1162",23,100,"12/7/2004 0:00",12,2004,"Classic Cars","Euro Shopping Channel","Madrid","","Spain"
"1163",24,100,"1/6/2005 0:00",1,2005,"Classic Cars","Suominen Souveniers","Espoo","","Finland"
"1164",43,96.49,"2/10/2005 0:00",2,2005,"Classic Cars","Euro Shopping Channel","Madrid","","Spain"
"1165",50,100,"3/4/2005 0:00",3,2005,"Classic Cars","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"1166",47,100,"3/10/2003 0:00",3,2003,"Classic Cars","Motor Mint Distributors Inc.","Philadelphia","PA","USA"
"1167",34,100,"5/20/2003 0:00",5,2003,"Classic Cars","Atelier graphique","Nantes","","France"
"1168",31,100,"7/10/2003 0:00",7,2003,"Classic Cars","Reims Collectables","Reims","","France"
"1169",28,100,"9/11/2003 0:00",9,2003,"Classic Cars","Anna's Decorations, Ltd","North Sydney","NSW","Australia"
"1170",36,100,"10/17/2003 0:00",10,2003,"Classic Cars","Heintze Collectables","Aaarhus","","Denmark"
"1171",48,100,"11/5/2003 0:00",11,2003,"Classic Cars","Gift Depot Inc.","Bridgewater","CT","USA"
"1172",39,100,"11/12/2003 0:00",11,2003,"Classic Cars","Herkku Gifts","Bergen","","Norway"
"1173",45,100,"11/20/2003 0:00",11,2003,"Classic Cars","Online Diecast Creations Co.","Nashua","NH","USA"
"1174",35,100,"12/2/2003 0:00",12,2003,"Classic Cars","Muscle Machine Inc","NYC","NY","USA"
"1175",45,100,"1/16/2004 0:00",1,2004,"Classic Cars","Euro Shopping Channel","Madrid","","Spain"
"1176",46,100,"2/26/2004 0:00",2,2004,"Classic Cars","Collectable Mini Designs Co.","San Diego","CA","USA"
"1177",37,100,"4/13/2004 0:00",4,2004,"Classic Cars","Osaka Souveniers Co.","Osaka","Osaka","Japan"
"1178",31,100,"6/1/2004 0:00",6,2004,"Classic Cars","UK Collectables, Ltd.","Liverpool","","UK"
"1179",33,100,"7/6/2004 0:00",7,2004,"Classic Cars","L'ordine Souveniers","Reggio Emilia","","Italy"
"1180",31,100,"8/6/2004 0:00",8,2004,"Classic Cars","Signal Gift Stores","Las Vegas","NV","USA"
"1181",27,100,"8/30/2004 0:00",8,2004,"Classic Cars","Vida Sport, Ltd","Gensve","","Switzerland"
"1182",39,100,"10/5/2003 0:00",10,2003,"Classic Cars","Norway Gifts By Mail, Co.","Oslo","","Norway"
"1183",32,100,"10/16/2004 0:00",10,2004,"Classic Cars","Euro Shopping Channel","Madrid","","Spain"
"1184",28,100,"11/4/2004 0:00",11,2004,"Classic Cars","FunGiftIdeas.com","New Bedford","MA","USA"
"1185",26,67.91,"11/17/2004 0:00",11,2004,"Classic Cars","Motor Mint Distributors Inc.","Philadelphia","PA","USA"
"1186",44,84.88,"11/24/2004 0:00",11,2004,"Classic Cars","Reims Collectables","Reims","","France"
"1187",46,100,"1/12/2005 0:00",1,2005,"Classic Cars","Toys4GrownUps.com","Pasadena","CA","USA"
"1188",32,70.83,"2/10/2005 0:00",2,2005,"Classic Cars","Euro Shopping Channel","Madrid","","Spain"
"1189",65,100,"4/15/2005 0:00",4,2005,"Classic Cars","Danish Wholesale Imports","Kobenhavn","","Denmark"
"1190",43,100,"5/17/2005 0:00",5,2005,"Classic Cars","Salzburg Collectables","Salzburg","","Austria"
"1191",43,67.77,"3/3/2003 0:00",3,2003,"Motorcycles","Cruz & Sons Co.","Makati City","","Philippines"
"1192",35,49.74,"5/8/2003 0:00",5,2003,"Motorcycles","Marseille Mini Autos","Marseille","","France"
"1193",45,50.36,"7/2/2003 0:00",7,2003,"Motorcycles","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"1194",47,67.14,"9/3/2003 0:00",9,2003,"Motorcycles","Gift Ideas Corp.","Glendale","CT","USA"
"1195",21,64.66,"10/10/2003 0:00",10,2003,"Motorcycles","Corporate Gift Ideas Co.","San Francisco","CA","USA"
"1196",38,68.39,"11/4/2003 0:00",11,2003,"Motorcycles","Anna's Decorations, Ltd","North Sydney","NSW","Australia"
"1197",21,50.36,"11/11/2003 0:00",11,2003,"Motorcycles","Daedalus Designs Imports","Lille","","France"
"1198",43,72.74,"11/20/2003 0:00",11,2003,"Motorcycles","Toms Spezialitten, Ltd","Koln","","Germany"
"1199",46,54.09,"1/15/2004 0:00",1,2004,"Motorcycles","Auto Canal Petit","Paris","","France"
"1200",38,58.44,"2/21/2004 0:00",2,2004,"Motorcycles","Daedalus Designs Imports","Lille","","France"
"1201",26,52.22,"4/5/2004 0:00",4,2004,"Motorcycles","Vitachrome Inc.","NYC","NY","USA"
"1202",31,52.84,"5/26/2004 0:00",5,2004,"Motorcycles","Auto Canal Petit","Paris","","France"
"1203",48,54.71,"6/30/2004 0:00",6,2004,"Motorcycles","Gifts4AllAges.com","Boston","MA","USA"
"1204",33,50.36,"8/2/2004 0:00",8,2004,"Motorcycles","Online Mini Collectables","Brickhaven","MA","USA"
"1205",38,57.2,"8/28/2004 0:00",8,2004,"Motorcycles","La Corne D'abondance, Co.","Paris","","France"
"1206",39,55.95,"9/30/2004 0:00",9,2004,"Motorcycles","Toys of Finland, Co.","Helsinki","","Finland"
"1207",42,67.14,"10/16/2004 0:00",10,2004,"Motorcycles","Toms Spezialitten, Ltd","Koln","","Germany"
"1208",44,59.06,"11/3/2004 0:00",11,2004,"Motorcycles","Microscale Inc.","NYC","NY","USA"
"1209",29,69.63,"11/16/2004 0:00",11,2004,"Motorcycles","Cruz & Sons Co.","Makati City","","Philippines"
"1210",26,55.95,"11/24/2004 0:00",11,2004,"Motorcycles","Australian Collectors, Co.","Melbourne","Victoria","Australia"
"1211",31,53.47,"12/7/2004 0:00",12,2004,"Motorcycles","Euro Shopping Channel","Madrid","","Spain"
"1212",32,89.12,"1/6/2005 0:00",1,2005,"Motorcycles","Suominen Souveniers","Espoo","","Finland"
"1213",28,100,"2/10/2005 0:00",2,2005,"Motorcycles","Euro Shopping Channel","Madrid","","Spain"
"1214",36,100,"3/4/2005 0:00",3,2005,"Motorcycles","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"1215",36,52.22,"4/8/2005 0:00",4,2005,"Motorcycles","UK Collectables, Ltd.","Liverpool","","UK"
"1216",41,100,"2/17/2003 0:00",2,2003,"Vintage Cars","Rovelli Gifts","Bergamo","","Italy"
"1217",27,99.52,"4/28/2003 0:00",4,2003,"Vintage Cars","Salzburg Collectables","Salzburg","","Austria"
"1218",33,100,"6/16/2003 0:00",6,2003,"Vintage Cars","Auto-Moto Classics Inc.","Brickhaven","MA","USA"
"1219",34,100,"8/10/2003 0:00",8,2003,"Vintage Cars","Mini Creations Ltd.","New Bedford","MA","USA"
"1220",29,100,"10/6/2003 0:00",10,2003,"Vintage Cars","Toys of Finland, Co.","Helsinki","","Finland"
"1221",34,100,"10/23/2003 0:00",10,2003,"Vintage Cars","Scandinavian Gift Ideas","Boras","","Sweden"
"1222",48,100,"11/8/2003 0:00",11,2003,"Vintage Cars","Alpha Cognac","Toulouse","","France"
"1223",46,100,"11/14/2003 0:00",11,2003,"Vintage Cars","Double Decker Gift Stores, Ltd","London","","UK"
"1224",22,100,"11/26/2003 0:00",11,2003,"Vintage Cars","Enaco Distributors","Barcelona","","Spain"
"1225",20,100,"1/9/2004 0:00",1,2004,"Vintage Cars","Men 'R' US Retailers, Ltd.","Los Angeles","CA","USA"
"1226",45,85.75,"2/19/2004 0:00",2,2004,"Vintage Cars","Collectable Mini Designs Co.","San Diego","CA","USA"
"1227",46,100,"5/8/2004 0:00",5,2004,"Vintage Cars","Cambridge Collectables Co.","Cambridge","MA","USA"
"1228",34,100,"6/24/2004 0:00",6,2004,"Vintage Cars","Euro Shopping Channel","Madrid","","Spain"
"1229",50,85.75,"7/21/2004 0:00",7,2004,"Vintage Cars","Petit Auto","Bruxelles","","Belgium"
"1230",46,100,"8/20/2004 0:00",8,2004,"Vintage Cars","Royal Canadian Collectables, Ltd.","Tsawassen","BC","Canada"
"1231",22,84.7,"9/15/2004 0:00",9,2004,"Vintage Cars","Bavarian Collectables Imports, Co.","Munich","","Germany"
"1232",48,86.81,"10/14/2004 0:00",10,2004,"Vintage Cars","Classic Gift Ideas, Inc","Philadelphia","PA","USA"
"1233",47,86.81,"11/1/2004 0:00",11,2004,"Vintage Cars","giftsbymail.co.uk","Cowes","Isle of Wight","UK"
"1234",34,100,"11/12/2004 0:00",11,2004,"Vintage Cars","Rovelli Gifts","Bergamo","","Italy"
"1235",45,100,"11/22/2004 0:00",11,2004,"Vintage Cars","Royale Belge","Charleroi","","Belgium"
"1236",20,100,"12/3/2004 0:00",12,2004,"Vintage Cars","Stylish Desk Decors, Co.","London","","UK"
"1237",50,60.49,"1/31/2005 0:00",1,2005,"Vintage Cars","Oulu Toy Supplies, Inc.","Oulu","","Finland"
"1238",22,57.55,"3/1/2005 0:00",3,2005,"Vintage Cars","Euro Shopping Channel","Madrid","","Spain"
"1239",45,100,"3/30/2005 0:00",3,2005,"Vintage Cars","Reims Collectables","Reims","","France"
"1240",58,100,"4/1/2005 0:00",4,2005,"Vintage Cars","The Sharp Gifts Warehouse","San Jose","CA","USA"
"1241",51,100,"5/9/2005 0:00",5,2005,"Vintage Cars","Australian Collectables, Ltd","Glen Waverly","Victoria","Australia"
"1242",38,100,"1/31/2003 0:00",1,2003,"Classic Cars","Euro Shopping Channel","Madrid","","Spain"
"1243",22,100,"4/16/2003 0:00",4,2003,"Classic Cars","Dragon Souveniers, Ltd.","Singapore","","Singapore"
"1244",25,100,"6/3/2003 0:00",6,2003,"Classic Cars","Muscle Machine Inc","NYC","NY","USA"
"1245",24,100,"8/8/2003 0:00",8,2003,"Classic Cars","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"1246",35,100,"9/25/2003 0:00",9,2003,"Classic Cars","Australian Gift Network, Co","South Brisbane","Queensland","Australia"
"1247",28,100,"10/22/2003 0:00",10,2003,"Classic Cars","Dragon Souveniers, Ltd.","Singapore","","Singapore"
"1248",36,100,"11/6/2003 0:00",11,2003,"Classic Cars","L'ordine Souveniers","Reggio Emilia","","Italy"
"1249",39,100,"11/14/2003 0:00",11,2003,"Classic Cars","Mini Creations Ltd.","New Bedford","MA","USA"
"1250",27,100,"11/26/2003 0:00",11,2003,"Classic Cars","Super Scale Inc.","New Haven","CT","USA"
"1251",40,100,"12/9/2003 0:00",12,2003,"Classic Cars","Diecast Collectables","Boston","MA","USA"
"1252",50,100,"2/12/2004 0:00",2,2004,"Classic Cars","Clover Collections, Co.","Dublin","","Ireland"
"1253",42,100,"3/15/2004 0:00",3,2004,"Classic Cars","Blauer See Auto, Co.","Frankfurt","","Germany"
"1254",48,100,"5/5/2004 0:00",5,2004,"Classic Cars","Suominen Souveniers","Espoo","","Finland"
"1255",25,100,"7/20/2004 0:00",7,2004,"Classic Cars","Diecast Classics Inc.","Allentown","PA","USA"
"1256",31,100,"8/20/2004 0:00",8,2004,"Classic Cars","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"1257",44,100,"9/8/2004 0:00",9,2004,"Classic Cars","Land of Toys Inc.","NYC","NY","USA"
"1258",23,100,"10/14/2004 0:00",10,2004,"Classic Cars","AV Stores, Co.","Manchester","","UK"
"1259",29,100,"10/22/2004 0:00",10,2004,"Classic Cars","Heintze Collectables","Aaarhus","","Denmark"
"1260",49,100,"11/5/2004 0:00",11,2004,"Classic Cars","Vitachrome Inc.","NYC","NY","USA"
"1261",36,100,"11/21/2004 0:00",11,2004,"Classic Cars","Classic Legends Inc.","NYC","NY","USA"
"1262",34,100,"12/1/2004 0:00",12,2004,"Classic Cars","Muscle Machine Inc","NYC","NY","USA"
"1263",25,100,"12/10/2004 0:00",12,2004,"Classic Cars","Euro Shopping Channel","Madrid","","Spain"
"1264",48,100,"1/26/2005 0:00",1,2005,"Classic Cars","Tokyo Collectables, Ltd","Minato-ku","Tokyo","Japan"
"1265",38,100,"2/22/2005 0:00",2,2005,"Classic Cars","Euro Shopping Channel","Madrid","","Spain"
"1266",37,100,"3/15/2005 0:00",3,2005,"Classic Cars","Euro Shopping Channel","Madrid","","Spain"
"1267",49,100,"5/5/2005 0:00",5,2005,"Classic Cars","Gift Depot Inc.","Bridgewater","CT","USA"
"1268",22,86.51,"1/6/2003 0:00",1,2003,"Vintage Cars","Online Diecast Creations Co.","Nashua","NH","USA"
"1269",28,89.27,"3/18/2003 0:00",3,2003,"Vintage Cars","AV Stores, Co.","Manchester","","UK"
"1270",36,85.59,"5/21/2003 0:00",5,2003,"Vintage Cars","Signal Gift Stores","Las Vegas","NV","USA"
"1271",34,100,"9/11/2003 0:00",9,2003,"Vintage Cars","Anna's Decorations, Ltd","North Sydney","NSW","Australia"
"1272",39,100,"10/18/2003 0:00",10,2003,"Vintage Cars","Corporate Gift Ideas Co.","San Francisco","CA","USA"
"1273",21,75.46,"11/5/2003 0:00",11,2003,"Vintage Cars","Rovelli Gifts","Bergamo","","Italy"
"1274",36,100,"11/12/2003 0:00",11,2003,"Vintage Cars","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"1275",24,97.55,"11/21/2003 0:00",11,2003,"Vintage Cars","Australian Collectables, Ltd","Glen Waverly","Victoria","Australia"
"1276",29,85.59,"12/2/2003 0:00",12,2003,"Vintage Cars","Muscle Machine Inc","NYC","NY","USA"
"1277",38,94.79,"1/22/2004 0:00",1,2004,"Vintage Cars","Double Decker Gift Stores, Ltd","London","","UK"
"1278",34,100,"3/2/2004 0:00",3,2004,"Vintage Cars","Saveley & Henriot, Co.","Lyon","","France"
"1279",42,90.19,"4/13/2004 0:00",4,2004,"Vintage Cars","Mini Caravy","Strasbourg","","France"
"1280",35,100,"8/17/2004 0:00",8,2004,"Vintage Cars","Amica Models & Co.","Torino","","Italy"
"1281",35,80.99,"9/1/2004 0:00",9,2004,"Vintage Cars","Handji Gifts& Co","Singapore","","Singapore"
"1282",38,89.27,"10/6/2003 0:00",10,2003,"Vintage Cars","UK Collectables, Ltd.","Liverpool","","UK"
"1283",41,81.91,"10/16/2004 0:00",10,2004,"Vintage Cars","Euro Shopping Channel","Madrid","","Spain"
"1284",50,100,"11/17/2004 0:00",11,2004,"Vintage Cars","AV Stores, Co.","Manchester","","UK"
"1285",21,100,"11/25/2004 0:00",11,2004,"Vintage Cars","Marseille Mini Autos","Marseille","","France"
"1286",43,62.72,"1/12/2005 0:00",1,2005,"Vintage Cars","Toys4GrownUps.com","Pasadena","CA","USA"
"1287",32,100,"2/16/2005 0:00",2,2005,"Vintage Cars","Euro Shopping Channel","Madrid","","Spain"
"1288",6,90.19,"4/22/2005 0:00",4,2005,"Vintage Cars","The Sharp Gifts Warehouse","San Jose","CA","USA"
"1289",66,92.95,"5/29/2005 0:00",5,2005,"Vintage Cars","Souveniers And Things Co.","Chatswood","NSW","Australia"
"1290",41,82.5,"2/11/2003 0:00",2,2003,"Vintage Cars","Danish Wholesale Imports","Kobenhavn","","Denmark"
"1291",23,97.42,"4/16/2003 0:00",4,2003,"Vintage Cars","Dragon Souveniers, Ltd.","Singapore","","Singapore"
"1292",43,92.16,"6/6/2003 0:00",6,2003,"Vintage Cars","Euro Shopping Channel","Madrid","","Spain"
"1293",24,70.22,"8/8/2003 0:00",8,2003,"Vintage Cars","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"1294",22,83.38,"9/28/2003 0:00",9,2003,"Vintage Cars","Euro Shopping Channel","Madrid","","Spain"
"1295",26,73.73,"10/21/2003 0:00",10,2003,"Vintage Cars","FunGiftIdeas.com","New Bedford","MA","USA"
"1296",35,74.6,"11/7/2003 0:00",11,2003,"Vintage Cars","CAF Imports","Madrid","","Spain"
"1297",47,77.24,"11/14/2003 0:00",11,2003,"Vintage Cars","Mini Creations Ltd.","New Bedford","MA","USA"
